VMS_4502184_20160104113600_m5p7611_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7611,134.2444,20160104113600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104123600_m5p7606_134p2439,4502184,LAUTAN SAMUDERA VI,-5.7606,134.2439,20160104123600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104133600_m5p7606_134p2436,4502184,LAUTAN SAMUDERA VI,-5.7606,134.2436,20160104133600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104143600_m5p7606_134p2436,4502184,LAUTAN SAMUDERA VI,-5.7606,134.2436,20160104143600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104153600_m5p7606_134p2439,4502184,LAUTAN SAMUDERA VI,-5.7606,134.2439,20160104153600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104163600_m5p7606_134p2436,4502184,LAUTAN SAMUDERA VI,-5.7606,134.2436,20160104163600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
PRD_4502184_20160104164959_m5p7606_134p2436,4502184,LAUTAN SAMUDERA VI,-5.7606,134.2436,20160104164959,0,0,88,24.83,7.51,Pancing Ulur,Null,Null,Null,Null,Null,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104173600_m5p7606_134p2436,4502184,LAUTAN SAMUDERA VI,-5.7606,134.2436,20160104173600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104183600_m5p7606_134p2442,4502184,LAUTAN SAMUDERA VI,-5.7606,134.2442,20160104183600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104193600_m5p7608_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7608,134.2444,20160104193600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104203600_m5p7611_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7611,134.2444,20160104203600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104213600_m5p7611_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7611,134.2444,20160104213600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104223600_m5p7611_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7611,134.2444,20160104223600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160104233600_m5p7611_134p2447,4502184,LAUTAN SAMUDERA VI,-5.7611,134.2447,20160104233600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160105003600_m5p7611_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7611,134.2444,20160105003600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
VMS_4502184_20160105013600_m5p7614_134p2444,4502184,LAUTAN SAMUDERA VI,-5.7614,134.2444,20160105013600,0,360,88,24.83,7.51,Pancing Ulur,2016-02-27,2017-02-26,718. 715,Landing,Dobo,None,None,None,Null,Null,Null,Null,Null,Landing
