id_key,transmitter_no,vessel_name,latitude,longitude,reportdate,speed,heading,gross_tonnage,length,width,registered_gear_type,begin_date,end_date,registered_fishing_region,status,locale,vbd_id_key,vbd_dist,vbd_dtime,segment,velocity,heading_change,distance,time_elapsed,geom
VMS_74067_20140414212500_m6p005_99p814,74067,74067,-6.005,99.814,2014-04-14 21:25:00,0,172,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F4584085EB51B81E0518C0
VMS_74067_20140418103100_m6p015_99p818,74067,74067,-6.015,99.818,2014-04-18 10:31:00,0,24,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000003108AC1C5AF458408FC2F5285C0F18C0
VMS_74067_20140419000000_m6p016_99p821,74067,74067,-6.016,99.821,2014-04-19 00:00:01,0,175,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E6100000068195438BF45840AAF1D24D621018C0
VMS_74067_20140419005400_m6p018_99p821,74067,74067,-6.018,99.821,2014-04-19 00:54:00,0,192,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E6100000068195438BF45840DF4F8D976E1218C0
VMS_74067_20140419130000_m6p018_99p82,74067,74067,-6.018,99.82,2014-04-19 13:00:00,0,181,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000014AE47E17AF45840DF4F8D976E1218C0
VMS_74067_20140419142400_m6p019_99p82,74067,74067,-6.019,99.82,2014-04-19 14:24:00,0,4,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000014AE47E17AF45840FA7E6ABC741318C0
VMS_74067_20140424080000_m6p025_99p82,74067,74067,-6.025,99.82,2014-04-24 08:00:00,0,17,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000014AE47E17AF458409A999999991918C0
VMS_74067_20140429131500_m6p04_99p814,74067,74067,-6.04,99.814,2014-04-29 13:15:00,0,139,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F45840295C8FC2F52818C0
VMS_74067_20140429230000_m6p041_99p814,74067,74067,-6.041,99.814,2014-04-29 23:00:00,0,22,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F45840448B6CE7FB2918C0
VMS_74067_20140430000900_m6p04_99p814,74067,74067,-6.04,99.814,2014-04-30 00:09:00,0,23,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F45840295C8FC2F52818C0
VMS_74067_20140430140000_m6p04_99p815,74067,74067,-6.04,99.815,2014-04-30 14:00:00,0,193,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Transit,Null,,,,2014-04-30 13:00:00 GMT_b57_m3,0.14,60.0,0.17,1.2,0101000020E61000005C8FC2F528F45840295C8FC2F52818C0
VMS_74067_20140508180000_m6p061_99p784,74067,74067,-6.061,99.784,2014-05-08 18:00:00,0,174,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000001904560E2DF258405839B4C8763E18C0
VMS_74067_20140514213100_m6p04_99p747,74067,74067,-6.04,99.747,2014-05-14 21:31:00,0,194,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000002B8716D9CEEF5840295C8FC2F52818C0
VMS_74067_20140525032100_m6p059_99p792,74067,74067,-6.059,99.792,2014-05-25 03:21:00,50,302,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Non-Fishing,Null,,,,2014-05-14 10:00:00 GMT_b64_m3,2.66,-16.0,14.68,5.52,0101000020E6100000A69BC420B0F2584023DBF97E6A3C18C0
VMS_74067_20140525152100_m5p999_99p736,74067,74067,-5.999,99.736,2014-05-25 15:21:00,0,357,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E6100000C976BE9F1AEF5840E5D022DBF9FE17C0
VMS_74067_20140526083600_m5p989_99p743,74067,74067,-5.989,99.743,2014-05-26 08:36:00,0,194,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E6100000643BDF4F8DEF5840DBF97E6ABCF417C0
VMS_74067_20140526100000_m5p989_99p743,74067,74067,-5.989,99.743,2014-05-26 10:00:00,0,248,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E6100000643BDF4F8DEF5840DBF97E6ABCF417C0
VMS_74067_20140605110700_m5p978_99p779,74067,74067,-5.978,99.779,2014-06-05 11:07:00,0,313,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000060E5D022DBF15840B6F3FDD478E917C0
VMS_74067_20140605192700_m5p978_99p784,74067,74067,-5.978,99.784,2014-06-05 19:27:00,0,123,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000001904560E2DF25840B6F3FDD478E917C0
VMS_74067_20140623080000_m6p037_99p792,74067,74067,-6.037,99.792,2014-06-23 08:00:00,10,67,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Fishing,Null,,,,2014-06-23 07:00:00 GMT_b73_m2,4.73,-27.0,41.39,8.75,0101000020E6100000A69BC420B0F25840D9CEF753E32518C0
VMS_74067_20140627125900_m6p059_99p795,74067,74067,-6.059,99.795,2014-06-27 12:59:00,0,247,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000007B14AE47E1F2584023DBF97E6A3C18C0
VMS_74067_20140627195100_m6p062_99p788,74067,74067,-6.062,99.788,2014-06-27 19:51:00,0,255,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E6100000DF4F8D976EF25840736891ED7C3F18C0
VMS_74067_20140926091600_m6_99p735,74067,74067,-6,99.735,2014-09-26 09:16:00,0,210,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E6100000D7A3703D0AEF584000000000000018C0
PRD_74067_20140624181744_m6p0633_99p782,74067,74067,-6.0633,99.782,2014-06-24 18:17:44,0,180,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,Null,Null,Null,Stationary,Null,VBD_npp_d20140624_t1817447_x0997812E_y060600S_l2652_s0914_v23,406.3,0,Null,Null,Null,Null,Null,0101000020E6100000355EBA490CF25840E25817B7D14018C0
PRD_74067_20140829192149_m6p011_99p731,74067,74067,-6.011,99.731,2014-08-29 19:21:49,0,0,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,Null,Null,Null,Stationary,Null,VBD_npp_d20140829_t1921518_x0997283E_y060088S_l0358_s3182_v23,412.1,2,Null,Null,Null,Null,Null,0101000020E6100000105839B4C8EE584025068195430B18C0
VMS_74067_20140414050000_m6p006_99p79,74067,74067,-6.006,99.79,2014-04-14 05:00:00,50,121,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Fishing,Null,,,,2014-04-14 05:00:00 GMT_b50_m2,8.2,-20.0,79.41,9.68,0101000020E6100000C3F5285C8FF25840A01A2FDD240618C0
VMS_74067_20140414060000_m6p014_99p815,74067,74067,-6.014,99.815,2014-04-14 06:00:00,0,314,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F4584075931804560E18C0
VMS_74067_20140414061300_m6p013_99p815,74067,74067,-6.013,99.815,2014-04-14 06:13:00,0,359,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F458405A643BDF4F0D18C0
VMS_74067_20140414070000_m6p011_99p815,74067,74067,-6.011,99.815,2014-04-14 07:00:00,0,354,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F4584025068195430B18C0
VMS_74067_20140414080000_m6p009_99p815,74067,74067,-6.009,99.815,2014-04-14 08:00:00,0,345,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840F0A7C64B370918C0
VMS_74067_20140414084500_m6p009_99p815,74067,74067,-6.009,99.815,2014-04-14 08:45:00,0,355,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840F0A7C64B370918C0
VMS_74067_20140414090000_m6p009_99p815,74067,74067,-6.009,99.815,2014-04-14 09:00:00,0,355,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840F0A7C64B370918C0
VMS_74067_20140414091100_m6p008_99p815,74067,74067,-6.008,99.815,2014-04-14 09:11:00,0,342,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840D578E926310818C0
VMS_74067_20140414100000_m6p008_99p816,74067,74067,-6.008,99.816,2014-04-14 10:00:00,0,152,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840D578E926310818C0
VMS_74067_20140414102800_m6p008_99p816,74067,74067,-6.008,99.816,2014-04-14 10:28:00,0,27,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840D578E926310818C0
VMS_74067_20140414105300_m6p008_99p816,74067,74067,-6.008,99.816,2014-04-14 10:53:00,0,348,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840D578E926310818C0
VMS_74067_20140414110000_m6p008_99p816,74067,74067,-6.008,99.816,2014-04-14 11:00:00,0,344,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840D578E926310818C0
VMS_74067_20140414110500_m6p008_99p816,74067,74067,-6.008,99.816,2014-04-14 11:05:00,0,240,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840D578E926310818C0
VMS_74067_20140414111500_m6p008_99p816,74067,74067,-6.008,99.816,2014-04-14 11:15:00,0,337,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840D578E926310818C0
VMS_74067_20140414120000_m6p008_99p816,74067,74067,-6.008,99.816,2014-04-14 12:00:00,0,189,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840D578E926310818C0
VMS_74067_20140414120900_m6p008_99p816,74067,74067,-6.008,99.816,2014-04-14 12:09:00,0,189,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840D578E926310818C0
VMS_74067_20140414124900_m6p008_99p816,74067,74067,-6.008,99.816,2014-04-14 12:49:00,0,343,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840D578E926310818C0
VMS_74067_20140414130000_m6p008_99p816,74067,74067,-6.008,99.816,2014-04-14 13:00:00,0,343,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840D578E926310818C0
VMS_74067_20140414133100_m6p008_99p816,74067,74067,-6.008,99.816,2014-04-14 13:31:00,0,327,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840D578E926310818C0
VMS_74067_20140414140000_m6p008_99p816,74067,74067,-6.008,99.816,2014-04-14 14:00:00,0,341,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840D578E926310818C0
VMS_74067_20140414141800_m6p007_99p816,74067,74067,-6.007,99.816,2014-04-14 14:18:00,0,341,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840BA490C022B0718C0
VMS_74067_20140414143000_m6p007_99p816,74067,74067,-6.007,99.816,2014-04-14 14:30:00,0,341,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840BA490C022B0718C0
VMS_74067_20140414150000_m6p007_99p816,74067,74067,-6.007,99.816,2014-04-14 15:00:00,0,343,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840BA490C022B0718C0
VMS_74067_20140414150900_m6p006_99p816,74067,74067,-6.006,99.816,2014-04-14 15:09:00,0,212,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840A01A2FDD240618C0
VMS_74067_20140414151700_m6p006_99p815,74067,74067,-6.006,99.815,2014-04-14 15:17:00,0,305,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840A01A2FDD240618C0
VMS_74067_20140414160000_m6p006_99p815,74067,74067,-6.006,99.815,2014-04-14 16:00:00,0,324,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840A01A2FDD240618C0
VMS_74067_20140414170000_m6p004_99p814,74067,74067,-6.004,99.814,2014-04-14 17:00:00,0,155,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F458406ABC7493180418C0
VMS_74067_20140414180000_m6p003_99p814,74067,74067,-6.003,99.814,2014-04-14 18:00:00,0,151,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F45840508D976E120318C0
PRD_74067_20140414184719_m6p003_99p81312,74067,74067,-6.003,99.81312,2014-04-14 18:47:19,0,269,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,Null,Null,Null,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004EEE77280AF45840508D976E120318C0
VMS_74067_20140414185400_m6p003_99p813,74067,74067,-6.003,99.813,2014-04-14 18:54:00,0,125,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000079E9263108F45840508D976E120318C0
VMS_74067_20140414190000_m6p003_99p813,74067,74067,-6.003,99.813,2014-04-14 19:00:00,0,133,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000079E9263108F45840508D976E120318C0
VMS_74067_20140414200000_m6p003_99p814,74067,74067,-6.003,99.814,2014-04-14 20:00:00,0,155,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F45840508D976E120318C0
VMS_74067_20140414203900_m6p004_99p814,74067,74067,-6.004,99.814,2014-04-14 20:39:00,0,179,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F458406ABC7493180418C0
VMS_74067_20140414210000_m6p004_99p814,74067,74067,-6.004,99.814,2014-04-14 21:00:00,0,138,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F458406ABC7493180418C0
VMS_74067_20140414220000_m6p006_99p815,74067,74067,-6.006,99.815,2014-04-14 22:00:00,0,200,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840A01A2FDD240618C0
VMS_74067_20140414230000_m6p007_99p815,74067,74067,-6.007,99.815,2014-04-14 23:00:00,0,211,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840BA490C022B0718C0
VMS_74067_20140414230700_m6p007_99p815,74067,74067,-6.007,99.815,2014-04-14 23:07:00,0,211,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840BA490C022B0718C0
VMS_74067_20140414234000_m6p008_99p815,74067,74067,-6.008,99.815,2014-04-14 23:40:00,0,175,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840D578E926310818C0
VMS_74067_20140415000000_m6p008_99p815,74067,74067,-6.008,99.815,2014-04-15 00:00:01,0,175,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Fishing,Null,,,,2014-04-14 05:00:00 GMT_b50_m2,0.0,180.0,0.0,0.33,0101000020E61000005C8FC2F528F45840D578E926310818C0
VMS_74067_20140415010000_m6p009_99p815,74067,74067,-6.009,99.815,2014-04-15 01:00:00,0,178,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Fishing,Null,,,,2014-04-14 05:00:00 GMT_b50_m2,0.09,-28.0,0.12,1.33,0101000020E61000005C8FC2F528F45840F0A7C64B370918C0
VMS_74067_20140418080000_m6p018_99p814,74067,74067,-6.018,99.814,2014-04-18 08:00:00,0,129,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000006ABC749318F45840DF4F8D976E1218C0
VMS_74067_20140418082500_m6p017_99p815,74067,74067,-6.017,99.815,2014-04-18 08:25:00,0,59,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000005C8FC2F528F45840C520B072681118C0
VMS_74067_20140418084600_m6p017_99p816,74067,74067,-6.017,99.816,2014-04-18 08:46:00,0,190,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840C520B072681118C0
VMS_74067_20140418090000_m6p017_99p816,74067,74067,-6.017,99.816,2014-04-18 09:00:00,0,31,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000004E62105839F45840C520B072681118C0
VMS_74067_20140418100000_m6p016_99p818,74067,74067,-6.016,99.818,2014-04-18 10:00:00,0,257,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000003108AC1C5AF45840AAF1D24D621018C0
VMS_74067_20140418101000_m6p016_99p818,74067,74067,-6.016,99.818,2014-04-18 10:10:00,0,44,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000003108AC1C5AF45840AAF1D24D621018C0
VMS_74067_20140418102400_m6p016_99p818,74067,74067,-6.016,99.818,2014-04-18 10:24:00,0,167,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000003108AC1C5AF45840AAF1D24D621018C0
VMS_74067_20140418104100_m6p015_99p818,74067,74067,-6.015,99.818,2014-04-18 10:41:00,0,216,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000003108AC1C5AF458408FC2F5285C0F18C0
VMS_74067_20140418105000_m6p015_99p818,74067,74067,-6.015,99.818,2014-04-18 10:50:00,0,192,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000003108AC1C5AF458408FC2F5285C0F18C0
VMS_74067_20140418110000_m6p015_99p818,74067,74067,-6.015,99.818,2014-04-18 11:00:00,0,148,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000003108AC1C5AF458408FC2F5285C0F18C0
VMS_74067_20140418120000_m6p015_99p818,74067,74067,-6.015,99.818,2014-04-18 12:00:00,0,46,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E61000003108AC1C5AF458408FC2F5285C0F18C0
VMS_74067_20140418120500_m6p015_99p819,74067,74067,-6.015,99.819,2014-04-18 12:05:00,0,155,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000023DBF97E6AF458408FC2F5285C0F18C0
VMS_74067_20140418122100_m6p015_99p819,74067,74067,-6.015,99.819,2014-04-18 12:21:00,0,348,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000023DBF97E6AF458408FC2F5285C0F18C0
VMS_74067_20140418130000_m6p016_99p819,74067,74067,-6.016,99.819,2014-04-18 13:00:00,0,156,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000023DBF97E6AF45840AAF1D24D621018C0
VMS_74067_20140418134300_m6p015_99p819,74067,74067,-6.015,99.819,2014-04-18 13:43:00,0,20,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000023DBF97E6AF458408FC2F5285C0F18C0
VMS_74067_20140418140000_m6p015_99p819,74067,74067,-6.015,99.819,2014-04-18 14:00:00,0,156,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000023DBF97E6AF458408FC2F5285C0F18C0
VMS_74067_20140418142500_m6p015_99p819,74067,74067,-6.015,99.819,2014-04-18 14:25:00,0,64,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000023DBF97E6AF458408FC2F5285C0F18C0
VMS_74067_20140418144200_m6p015_99p819,74067,74067,-6.015,99.819,2014-04-18 14:42:00,0,355,107,26.34,8.25,Purse Seine (Pukat Cincin) Pelagis Kecil,2015-05-19,2016-05-18,713. 712,Stationary,Null,,,,Null,Null,Null,Null,Null,0101000020E610000023DBF97E6AF458408FC2F5285C0F18C0
